id,time,temperature_2m,relative_humidity_2m,wind_speed_10m,data_type,relative_humidity_6m,temperature_4m,wind_speed_15m,temperature_5m,relative_humidity_4m,wind_speed_12m,temperature_7m
329,2025-10-24 08:17:35.886067,8.4,74.0,9.4,hourly,0,0,0,0,0,0,0
330,2025-10-24 08:17:35.886067,8.0,78.0,9.2,hourly,0,0,0,0,0,0,0
331,2025-10-24 08:17:35.886067,7.7,81.0,9.5,hourly,0,0,0,0,0,0,0
332,2025-10-24 08:17:35.886067,7.4,83.0,9.8,hourly,0,0,0,0,0,0,0
333,2025-10-24 08:17:35.886067,7.3,84.0,10.4,hourly,0,0,0,0,0,0,0
334,2025-10-24 08:17:35.886067,7.3,85.0,11.3,hourly,0,0,0,0,0,0,0
335,2025-10-24 08:17:35.886067,7.5,85.0,12.4,hourly,0,0,0,0,0,0,0
336,2025-10-24 08:17:35.886067,7.9,85.0,13.9,hourly,0,0,0,0,0,0,0
337,2025-10-24 08:17:35.886067,8.2,84.0,15.0,hourly,0,0,0,0,0,0,0
338,2025-10-24 08:17:35.886067,8.4,83.0,15.5,hourly,0,0,0,0,0,0,0
339,2025-10-24 08:17:35.886067,8.5,81.0,16.1,hourly,0,0,0,0,0,0,0
340,2025-10-24 08:17:35.886067,8.6,79.0,16.4,hourly,0,0,0,0,0,0,0
341,2025-10-24 08:17:35.886067,8.6,78.0,16.4,hourly,0,0,0,0,0,0,0
342,2025-10-24 08:17:35.886067,8.6,77.0,16.5,hourly,0,0,0,0,0,0,0
343,2025-10-24 08:17:35.886067,8.5,77.0,16.5,hourly,0,0,0,0,0,0,0
344,2025-10-24 08:17:35.886067,8.5,77.0,17.6,hourly,0,0,0,0,0,0,0
345,2025-10-24 08:17:35.886067,8.9,74.0,18.0,hourly,0,0,0,0,0,0,0
346,2025-10-24 08:17:35.886067,9.618333333333334,74.0,14.867999999999999,hourly,0,0,0,0,0,0,0
